"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"02.06.2023","63,80","63,06","63,80","62,78","","2,28%"
"01.06.2023","62,38","60,81","62,49","60,70","1,97M","3,64%"
"31.05.2023","60,19","62,49","62,51","59,60","10,80M","-3,94%"
"30.05.2023","62,66","63,84","63,96","62,66","2,56M","-2,17%"
"29.05.2023","64,05","64,80","65,00","63,96","1,08M","-1,11%"
"26.05.2023","64,77","62,47","64,89","62,43","2,47M","3,52%"
"25.05.2023","62,57","64,35","64,36","62,32","2,41M","-2,77%"
"24.05.2023","64,35","63,98","64,99","63,87","1,58M","0,41%"
"23.05.2023","64,09","64,61","65,00","63,99","1,45M","-0,88%"
"22.05.2023","64,66","64,43","65,05","64,14","1,42M","0,29%"
"19.05.2023","64,47","63,83","64,48","63,17","1,92M","1,62%"
"18.05.2023","63,44","63,60","64,11","63,13","1,60M","0,02%"
"17.05.2023","63,43","63,40","63,79","62,69","1,61M","-0,13%"
"16.05.2023","63,51","63,76","64,14","63,29","1,39M","-0,47%"
"15.05.2023","63,81","63,55","64,27","63,39","1,38M","0,87%"
"12.05.2023","63,26","62,40","63,55","61,90","2,41M","1,26%"
"11.05.2023","62,47","62,98","63,62","62,16","1,93M","-0,62%"
"10.05.2023","62,86","63,25","63,83","62,43","1,75M","0,37%"
"09.05.2023","62,63","63,16","63,16","61,99","1,55M","-0,84%"
"08.05.2023","63,16","63,32","63,93","62,90","1,35M","0,17%"
"05.05.2023","63,05","62,12","63,12","61,82","1,05M","1,82%"
"04.05.2023","61,92","62,99","63,55","61,75","2,08M","-1,70%"
"02.05.2023","62,99","63,12","64,52","62,93","2,02M","-0,68%"
"28.04.2023","63,42","65,00","65,06","62,90","2,85M","-1,92%"
"27.04.2023","64,66","63,10","65,00","62,79","2,63M","2,49%"
"26.04.2023","63,09","62,32","63,54","62,15","3,01M","1,38%"
"25.04.2023","62,23","62,12","63,15","62,00","2,68M","0,34%"
"24.04.2023","62,02","61,00","62,20","60,26","1,56M","1,11%"
"21.04.2023","61,34","60,80","61,65","60,42","2,37M","0,07%"
"20.04.2023","61,30","61,72","62,46","61,15","1,54M","-0,68%"
"19.04.2023","61,72","62,00","62,00","61,18","1,11M","-1,03%"
"18.04.2023","62,36","61,70","62,80","61,34","1,69M","1,07%"
"17.04.2023","61,70","61,70","62,58","61,32","1,83M","0,59%"
"14.04.2023","61,34","61,30","61,72","60,92","2,06M","0,36%"
"13.04.2023","61,12","60,82","61,40","60,46","2,48M","0,00%"
"12.04.2023","61,12","60,90","61,46","59,74","2,92M","0,96%"
"11.04.2023","60,54","59,12","60,74","59,12","1,98M","3,31%"
"06.04.2023","58,60","58,98","59,38","58,50","845,54K","-0,64%"
"05.04.2023","58,98","59,30","59,50","58,04","1,35M","-0,54%"
"04.04.2023","59,30","60,26","60,54","59,30","1,31M","-0,80%"
"03.04.2023","59,78","58,96","60,90","58,90","1,55M","2,64%"
"31.03.2023","58,24","58,64","58,94","57,82","1,66M","-0,21%"
"30.03.2023","58,36","57,10","58,70","56,86","1,87M","2,64%"
"29.03.2023","56,86","57,06","57,46","56,48","2,04M","-0,21%"
"28.03.2023","56,98","57,40","57,66","56,40","1,78M","0,35%"
"27.03.2023","56,78","57,04","57,40","55,90","944,71K","0,92%"
"24.03.2023","56,26","57,30","57,44","55,68","1,46M","-2,36%"
"23.03.2023","57,62","57,44","58,14","56,52","1,15M","-0,14%"
"22.03.2023","57,70","58,02","58,34","57,16","1,45M","-0,24%"
"21.03.2023","57,84","56,20","58,28","56,20","2,58M","3,88%"
"20.03.2023","55,68","55,10","55,92","53,38","2,67M","0,43%"
"17.03.2023","55,44","56,00","57,36","55,26","5,56M","-0,14%"
"16.03.2023","55,52","57,00","57,26","54,04","5,07M","-1,66%"
"15.03.2023","56,46","59,82","60,00","56,42","3,44M","-5,46%"
"14.03.2023","59,72","59,98","60,26","58,84","2,40M","-0,43%"
"13.03.2023","59,98","62,80","63,00","58,88","3,29M","-3,97%"
"10.03.2023","62,46","63,00","63,04","62,18","1,70M","-1,61%"
"09.03.2023","63,48","64,50","64,92","63,46","1,61M","-2,58%"
"08.03.2023","65,16","64,70","65,30","64,32","1,49M","0,09%"
"07.03.2023","65,10","65,70","66,06","65,06","1,82M","-1,87%"
"06.03.2023","66,34","66,00","66,48","65,50","1,29M","1,13%"
"03.03.2023","65,60","65,20","65,82","64,96","1,19M","0,68%"
"02.03.2023","65,16","65,84","65,84","64,38","2,20M","-1,69%"
"01.03.2023","66,28","66,66","67,60","65,72","4,29M","-0,57%"
"28.02.2023","66,66","63,38","66,86","62,64","6,40M","5,74%"
"27.02.2023","63,04","62,56","63,22","62,56","838,53K","0,77%"
"24.02.2023","62,56","64,50","64,92","62,10","1,87M","-2,55%"
"23.02.2023","64,20","62,46","64,32","62,42","1,63M","2,88%"
"22.02.2023","62,40","62,86","62,90","61,50","1,62M","-0,64%"
"21.02.2023","62,80","63,24","63,58","62,30","985,71K","-0,70%"
"20.02.2023","63,24","63,46","63,62","62,82","618,18K","-0,09%"
"17.02.2023","63,30","63,20","63,70","62,92","1,00M","0,00%"
"16.02.2023","63,30","63,74","64,48","62,82","1,02M","-0,78%"
"15.02.2023","63,80","63,68","63,80","63,06","944,85K","0,28%"
"14.02.2023","63,62","63,70","64,00","62,82","880,16K","0,32%"
"13.02.2023","63,42","63,68","63,98","62,46","1,07M","-0,13%"
"10.02.2023","63,50","63,80","64,00","62,56","1,39M","-1,06%"
"09.02.2023","64,18","64,50","65,12","63,58","1,14M","-0,50%"
"08.02.2023","64,50","63,50","65,12","63,50","1,69M","3,00%"
"07.02.2023","62,62","62,50","62,66","61,64","1,49M","0,93%"
"06.02.2023","62,04","63,20","63,54","62,00","1,49M","-1,59%"
"03.02.2023","63,04","63,30","64,00","62,70","1,35M","-0,82%"
"02.02.2023","63,56","63,50","64,18","62,60","2,64M","1,08%"
"01.02.2023","62,88","64,94","65,82","62,74","3,44M","-3,14%"
"31.01.2023","64,92","65,94","66,06","64,56","2,83M","-1,55%"
"30.01.2023","65,94","67,54","67,54","65,58","2,03M","-2,40%"
"27.01.2023","67,56","65,50","67,60","65,40","3,41M","3,75%"
"26.01.2023","65,12","65,20","65,60","64,88","1,36M","1,18%"
"25.01.2023","64,36","64,84","65,50","63,84","1,41M","-0,74%"
"24.01.2023","64,84","65,10","66,20","64,46","1,55M","-0,22%"
"23.01.2023","64,98","63,80","65,22","63,58","1,91M","2,11%"
"20.01.2023","63,64","63,64","63,96","63,00","931,35K","0,54%"
"19.01.2023","63,30","62,90","63,68","62,52","1,65M","-0,88%"
"18.01.2023","63,86","62,38","64,08","62,26","2,20M","2,24%"
"17.01.2023","62,46","63,04","63,34","61,92","1,76M","-1,33%"
"16.01.2023","63,30","62,74","63,58","61,62","1,62M","1,28%"
"13.01.2023","62,50","63,30","63,38","62,38","1,66M","-0,98%"
"12.01.2023","63,12","62,64","63,38","62,30","2,47M","1,81%"
"11.01.2023","62,00","62,30","64,04","62,00","2,97M","0,00%"
"10.01.2023","62,00","61,64","62,54","61,28","4,55M","0,00%"
"09.01.2023","62,00","63,42","63,64","61,10","5,68M","-0,74%"
"05.01.2023","62,46","65,20","65,62","61,92","5,07M","-5,02%"
"04.01.2023","65,76","64,80","66,36","64,70","1,83M","0,86%"
"03.01.2023","65,20","64,72","65,82","64,60","1,58M","0,93%"
"02.01.2023","64,60","64,24","65,00","63,90","572,91K","0,56%"
"30.12.2022","64,24","64,50","64,60","64,00","630,98K","-0,40%"
"29.12.2022","64,50","63,72","64,50","63,46","1,14M","1,38%"
"28.12.2022","63,62","63,72","64,64","63,50","1,33M","-0,16%"
"27.12.2022","63,72","64,00","64,26","63,30","519,48K","0,03%"
"23.12.2022","63,70","63,68","63,72","63,02","691,05K","0,00%"
"22.12.2022","63,70","63,50","63,94","63,12","898,86K","0,63%"
"21.12.2022","63,30","63,52","63,98","63,04","1,14M","-0,78%"
"20.12.2022","63,80","62,14","63,90","61,84","989,50K","1,62%"
"19.12.2022","62,78","62,30","63,36","62,06","1,29M","0,45%"
"16.12.2022","62,50","63,00","63,32","61,70","4,82M","-1,54%"
"15.12.2022","63,48","63,20","63,68","62,60","1,86M","-0,16%"
"14.12.2022","63,58","64,00","64,52","63,28","1,50M","-0,56%"
"13.12.2022","63,94","63,68","65,02","62,70","1,73M","0,31%"
"12.12.2022","63,74","61,96","63,80","61,56","1,46M","2,48%"
"09.12.2022","62,20","63,02","63,26","61,32","1,52M","-1,24%"
"08.12.2022","62,98","64,32","64,32","62,40","1,47M","-2,54%"
"07.12.2022","64,62","64,00","64,82","63,86","1,06M","0,62%"
"06.12.2022","64,22","65,50","65,68","63,72","1,61M","-2,43%"
"05.12.2022","65,82","64,82","66,36","64,30","1,11M","2,05%"
"02.12.2022","64,50","67,94","67,96","64,50","3,40M","-5,48%"
"01.12.2022","68,24","65,80","68,24","64,52","3,59M","4,50%"
"30.11.2022","65,30","65,00","66,30","64,28","6,78M","0,77%"
"29.11.2022","64,80","64,00","65,22","62,88","2,14M","3,51%"
"28.11.2022","62,60","63,70","63,72","62,28","2,47M","-2,58%"
"25.11.2022","64,26","64,00","64,42","63,14","1,12M","0,34%"
"24.11.2022","64,04","64,18","64,22","62,42","1,38M","0,69%"
"23.11.2022","63,60","64,66","65,40","63,22","2,08M","-0,84%"
"22.11.2022","64,14","62,30","64,60","62,26","2,10M","4,29%"
"21.11.2022","61,50","62,78","63,32","61,24","","-2,01%"
"18.11.2022","62,76","64,10","64,60","62,14","2,17M","0,00%"
"17.11.2022","62,76","64,10","64,60","62,14","2,61M","-2,09%"
"16.11.2022","64,10","64,20","64,96","64,02","2,32M","-1,23%"
"15.11.2022","64,90","63,78","65,48","62,78","3,49M","2,30%"
"14.11.2022","63,44","62,90","65,28","62,62","3,46M","1,34%"
"10.11.2022","62,60","60,50","62,88","59,44","3,03M","2,62%"
"09.11.2022","61,00","62,00","62,48","60,86","2,16M","-1,68%"
"08.11.2022","62,04","60,40","62,30","59,60","2,14M","2,55%"
"07.11.2022","60,50","63,46","63,64","59,30","2,78M","-3,97%"
"04.11.2022","63,00","60,82","63,00","60,82","3,39M","5,07%"
"03.11.2022","59,96","57,50","59,96","56,80","3,80M","3,31%"
"02.11.2022","58,04","55,88","58,58","55,50","4,65M","5,68%"
"31.10.2022","54,92","55,88","55,88","54,20","5,46M","-1,12%"
"28.10.2022","55,54","55,00","56,30","54,24","10,77M","-0,07%"
"27.10.2022","55,58","53,68","55,58","53,32","10,25M","4,32%"
"26.10.2022","53,28","51,46","53,34","51,04","3,32M","3,94%"
"25.10.2022","51,26","50,54","51,38","49,86","2,55M","1,95%"
"24.10.2022","50,28","50,64","50,68","49,05","1,57M","0,04%"
"21.10.2022","50,26","50,70","50,70","49,95","2,14M","-1,45%"
"20.10.2022","51,00","50,50","51,30","49,88","3,08M","1,19%"
"19.10.2022","50,40","52,00","52,20","50,20","2,21M","-2,48%"
"18.10.2022","51,68","53,00","53,00","50,96","6,08M","-4,54%"
"17.10.2022","54,14","53,30","55,00","53,02","1,11M","1,58%"
"14.10.2022","53,30","54,06","54,70","52,80","1,51M","0,57%"
"13.10.2022","53,00","52,84","53,28","51,14","1,57M","0,72%"
"12.10.2022","52,62","52,98","53,62","51,64","1,40M","0,23%"
"11.10.2022","52,50","53,76","53,96","52,02","2,05M","-2,05%"
"10.10.2022","53,60","53,50","54,64","52,98","1,02M","-0,07%"
"07.10.2022","53,64","54,84","54,96","53,30","1,14M","-2,69%"
"06.10.2022","55,12","54,80","56,16","54,22","1,22M","1,03%"
"05.10.2022","54,56","55,50","56,18","54,00","1,59M","-2,29%"
"04.10.2022","55,84","53,50","55,84","53,30","1,45M","5,60%"
"03.10.2022","52,88","53,54","53,70","51,30","1,46M","-1,23%"
"30.09.2022","53,54","54,00","55,76","52,82","1,43M","0,26%"
"29.09.2022","53,40","55,56","55,56","52,80","1,02M","-1,84%"
"28.09.2022","54,40","53,04","54,78","51,74","1,49M","1,57%"
"27.09.2022","53,56","52,10","54,28","52,10","1,60M","3,64%"
"26.09.2022","51,68","53,00","53,40","50,34","2,26M","-6,14%"
"23.09.2022","55,06","58,40","58,40","54,80","1,26M","-5,72%"
"22.09.2022","58,40","57,64","59,26","57,18","1,34M","0,69%"
"21.09.2022","58,00","56,24","58,74","56,10","1,35M","3,13%"
"20.09.2022","56,24","58,02","58,70","56,24","1,21M","-2,87%"
"19.09.2022","57,90","56,20","57,90","56,06","1,20M","2,33%"
"16.09.2022","56,58","56,32","57,66","55,72","3,36M","-0,42%"
"15.09.2022","56,82","57,16","57,40","55,58","1,60M","-0,42%"
"14.09.2022","57,06","56,36","57,50","55,86","1,30M","1,13%"
"13.09.2022","56,42","58,64","59,30","56,10","1,50M","-3,36%"
"12.09.2022","58,38","57,90","59,16","56,56","1,07M","1,85%"
"09.09.2022","57,32","56,00","57,64","55,80","1,16M","3,43%"
"08.09.2022","55,42","58,50","58,70","55,06","1,59M","-4,58%"
"07.09.2022","58,08","56,24","58,64","55,92","1,53M","2,04%"
"06.09.2022","56,92","59,68","59,80","56,58","1,26M","-4,53%"
"05.09.2022","59,62","59,00","60,68","58,52","901,15K","0,10%"
"02.09.2022","59,56","57,78","59,76","57,66","1,78M","4,13%"
"01.09.2022","57,20","60,58","60,68","56,92","2,20M","-6,20%"
"31.08.2022","60,98","61,02","61,54","59,28","3,27M","-0,26%"
"30.08.2022","61,14","64,56","64,70","60,70","1,60M","-4,65%"
"29.08.2022","64,12","61,72","64,76","60,66","1,34M","2,59%"
"26.08.2022","62,50","65,30","65,30","62,02","1,79M","-3,58%"
"25.08.2022","64,82","66,76","66,80","64,52","1,71M","-1,79%"
"24.08.2022","66,00","69,04","69,04","65,24","2,84M","-4,35%"
"23.08.2022","69,00","65,20","69,76","65,02","4,08M","5,83%"
"22.08.2022","65,20","67,80","68,00","64,90","1,88M","-4,54%"
"19.08.2022","68,30","67,94","69,22","67,12","2,13M","0,06%"
"18.08.2022","68,26","67,50","68,82","66,62","1,87M","1,13%"
"17.08.2022","67,50","69,70","69,82","66,94","1,77M","-3,16%"
"16.08.2022","69,70","71,98","71,98","68,88","1,62M","-3,60%"
"12.08.2022","72,30","72,00","72,60","70,86","765,27K","0,11%"
"11.08.2022","72,22","71,42","72,22","70,62","756,02K","1,60%"
"10.08.2022","71,08","70,30","71,50","69,80","1,00M","0,97%"
"09.08.2022","70,40","71,10","71,80","70,00","1,21M","-1,07%"
"08.08.2022","71,16","70,50","72,26","69,84","1,23M","1,43%"
"05.08.2022","70,16","74,50","76,10","68,52","2,59M","-3,09%"
"04.08.2022","72,40","74,42","74,52","72,02","1,37M","-2,77%"
"03.08.2022","74,46","76,10","76,18","73,80","1,76M","-2,16%"
"02.08.2022","76,10","76,08","76,80","74,74","1,18M","0,00%"
"01.08.2022","76,10","75,50","76,20","74,74","1,02M","0,77%"
"29.07.2022","75,52","75,00","75,74","72,40","2,86M","0,72%"
"28.07.2022","74,98","75,00","76,40","73,90","15,83M","1,00%"
"27.07.2022","74,24","75,20","76,98","73,26","4,49M","-0,22%"
"26.07.2022","74,40","73,78","76,10","73,50","1,47M","-2,67%"
"25.07.2022","76,44","75,70","76,88","74,28","1,11M","0,84%"
"22.07.2022","75,80","73,52","76,20","73,22","1,70M","3,21%"
"21.07.2022","73,44","74,20","74,92","72,92","1,34M","-0,89%"
"20.07.2022","74,10","73,24","74,10","73,00","1,05M","1,79%"
"19.07.2022","72,80","72,50","73,12","71,26","648,13K","0,05%"
"18.07.2022","72,76","69,90","72,98","69,88","1,01M","5,91%"
"15.07.2022","68,70","67,66","69,10","66,82","637,46K","2,20%"
"14.07.2022","67,22","70,56","71,16","66,56","1,32M","-4,81%"
"13.07.2022","70,62","69,54","72,20","69,20","921,34K","1,58%"
"12.07.2022","69,52","70,00","71,38","69,00","1,14M","-1,53%"
"11.07.2022","70,60","71,50","71,50","69,70","1,21M","-3,76%"
"08.07.2022","73,36","70,44","73,50","70,00","1,05M","4,06%"
"07.07.2022","70,50","68,00","70,58","67,74","678,99K","4,07%"
"06.07.2022","67,74","70,04","70,04","67,64","851,93K","-2,67%"
"05.07.2022","69,60","71,50","71,90","68,98","1,15M","-2,30%"
"04.07.2022","71,24","69,00","71,36","68,42","714,27K","4,73%"
"01.07.2022","68,02","68,00","70,16","67,74","832,80K","-0,73%"
"30.06.2022","68,52","68,70","69,26","68,28","1,49M","-1,13%"
"29.06.2022","69,30","68,40","70,10","68,06","971,53K","0,79%"
"28.06.2022","68,76","68,00","69,08","67,80","1,54M","1,96%"
"27.06.2022","67,44","64,90","67,56","64,90","800,19K","4,23%"
"24.06.2022","64,70","65,02","65,48","64,42","681,72K","0,31%"
"23.06.2022","64,50","66,00","66,66","64,50","672,18K","-2,48%"
"22.06.2022","66,14","68,10","68,26","65,70","1,00M","-4,72%"
"21.06.2022","69,42","67,00","69,42","66,78","639,05K","4,17%"
"20.06.2022","66,64","68,00","68,40","65,64","1,11M","-1,42%"
"17.06.2022","67,60","69,14","69,50","67,60","2,23M","-4,44%"
"15.06.2022","70,74","71,02","71,10","69,68","926,58K","-0,11%"
"14.06.2022","70,82","70,48","71,08","69,32","717,29K","0,48%"
"13.06.2022","70,48","70,30","71,80","69,56","1,02M","-0,40%"
"10.06.2022","70,76","73,00","73,00","70,76","682,45K","-3,36%"
"09.06.2022","73,22","73,34","73,84","73,02","755,17K","-0,16%"
"08.06.2022","73,34","74,10","74,86","73,02","747,07K","-0,95%"
"07.06.2022","74,04","73,50","74,26","72,84","969,34K","0,73%"
"06.06.2022","73,50","73,64","74,96","72,92","696,36K","0,68%"
"03.06.2022","73,00","71,12","73,04","70,50","1,23M","1,61%"
"02.06.2022","71,84","72,00","72,44","70,64","779,96K","-0,47%"
"01.06.2022","72,18","73,90","73,90","72,10","493,95K","-2,33%"
"31.05.2022","73,90","72,90","76,40","72,18","2,79M","1,37%"
"30.05.2022","72,90","71,00","72,98","70,90","665,21K","3,55%"
"27.05.2022","70,40","71,64","71,96","70,02","809,86K","-1,68%"
"26.05.2022","71,60","71,34","71,98","70,80","556,74K","0,36%"
"25.05.2022","71,34","72,40","72,40","71,12","843,06K","-0,53%"
"24.05.2022","71,72","71,50","72,60","71,10","875,19K","-1,27%"
"23.05.2022","72,64","70,92","73,36","70,92","805,24K","3,68%"
"20.05.2022","70,06","71,80","72,40","70,06","1,04M","-1,88%"
"19.05.2022","71,40","72,00","72,20","70,54","925,45K","-2,27%"
"18.05.2022","73,06","73,00","74,44","72,88","1,02M","0,30%"
"17.05.2022","72,84","74,38","75,34","72,80","896,50K","-1,35%"
"16.05.2022","73,84","73,00","74,42","72,80","623,44K","0,46%"
"13.05.2022","73,50","70,80","73,84","70,80","980,99K","5,00%"
"12.05.2022","70,00","70,98","71,34","69,28","1,59M","-3,02%"
"11.05.2022","72,18","74,80","75,26","72,18","1,32M","-2,46%"
"10.05.2022","74,00","75,52","76,70","72,16","1,71M","-1,88%"
"09.05.2022","75,42","74,08","76,44","73,56","1,03M","0,69%"
"06.05.2022","74,90","72,00","74,90","70,50","1,32M","3,31%"
"05.05.2022","72,50","74,98","74,98","72,02","1,08M","-2,03%"
"04.05.2022","74,00","73,00","74,90","72,14","959,49K","2,13%"
"02.05.2022","72,46","75,30","75,52","71,70","619,59K","-3,80%"
"29.04.2022","75,32","76,80","77,60","75,00","1,03M","-0,89%"
"28.04.2022","76,00","76,00","77,22","74,68","836,82K","1,31%"
"27.04.2022","75,02","74,10","76,08","73,86","1,23M","1,35%"
"26.04.2022","74,02","74,62","76,88","73,66","1,59M","1,51%"
"25.04.2022","72,92","75,02","75,50","72,92","1,31M","-4,18%"
"22.04.2022","76,10","78,20","78,24","76,10","730,93K","-2,91%"
"21.04.2022","78,38","79,80","80,40","78,32","927,38K","-1,33%"
"20.04.2022","79,44","80,58","81,52","79,44","509,60K","-1,41%"
"19.04.2022","80,58","81,08","81,66","79,58","824,20K","-0,62%"
"14.04.2022","81,08","81,70","82,10","80,22","608,05K","-0,64%"
"13.04.2022","81,60","80,90","81,82","79,02","1,41M","1,52%"
"12.04.2022","80,38","78,60","80,90","76,84","1,73M","2,13%"
"11.04.2022","78,70","76,40","78,70","75,80","1,18M","3,55%"
"08.04.2022","76,00","75,00","76,32","74,90","877,83K","2,43%"
"07.04.2022","74,20","77,00","77,02","74,20","856,05K","-3,64%"
"06.04.2022","77,00","76,30","77,00","74,82","796,30K","0,92%"
"05.04.2022","76,30","79,10","79,34","76,30","967,48K","-3,42%"
"04.04.2022","79,00","77,00","79,26","76,76","1,51M","3,29%"
"01.04.2022","76,48","76,72","76,96","75,66","821,27K","0,61%"
"31.03.2022","76,02","75,82","77,12","75,50","1,40M","0,53%"
"30.03.2022","75,62","76,14","76,34","74,82","1,17M","0,16%"
"29.03.2022","75,50","77,98","78,04","74,66","1,57M","-2,40%"
"28.03.2022","77,36","76,80","78,66","76,62","806,69K","-0,39%"
"25.03.2022","77,66","78,24","78,96","76,82","897,01K","-0,74%"
"24.03.2022","78,24","78,96","79,20","76,72","887,56K","-0,91%"
"23.03.2022","78,96","78,50","79,16","77,76","678,30K","1,18%"
"22.03.2022","78,04","78,10","78,46","76,92","999,11K","0,05%"
"21.03.2022","78,00","74,92","78,00","74,90","921,04K","4,31%"
"18.03.2022","74,78","76,92","77,94","74,54","2,44M","-2,43%"
"17.03.2022","76,64","75,20","76,84","74,70","1,34M","2,90%"
"16.03.2022","74,48","76,22","76,24","73,64","1,37M","-0,69%"
"15.03.2022","75,00","74,20","75,74","73,40","1,31M","1,63%"
"14.03.2022","73,80","77,02","77,42","73,80","1,76M","-4,90%"
"11.03.2022","77,60","74,66","77,80","74,20","1,37M","3,94%"
"10.03.2022","74,66","74,22","75,42","73,40","1,29M","0,84%"
"09.03.2022","74,04","79,12","79,96","73,10","1,93M","-4,32%"
"08.03.2022","77,38","77,70","79,56","76,32","1,49M","-0,41%"
"07.03.2022","77,70","73,00","78,60","73,00","2,27M","4,41%"
"04.03.2022","74,42","77,98","78,68","73,70","1,92M","-5,92%"
"03.03.2022","79,10","79,00","81,20","77,84","2,65M","2,12%"
"02.03.2022","77,46","73,10","77,46","72,10","2,65M","6,08%"
"01.03.2022","73,02","71,20","75,12","71,20","1,78M","2,76%"
"28.02.2022","71,06","68,46","71,70","67,20","2,96M","1,72%"
"25.02.2022","69,86","63,60","70,50","63,52","2,51M","10,96%"
"24.02.2022","62,96","64,92","65,90","61,14","2,62M","-7,68%"
"23.02.2022","68,20","69,88","71,50","68,20","1,11M","-2,15%"
"22.02.2022","69,70","66,60","69,98","65,14","1,42M","2,32%"
"21.02.2022","68,12","71,48","72,00","67,62","866,32K","-4,00%"
"18.02.2022","70,96","71,74","72,30","70,88","666,64K","-1,14%"
"17.02.2022","71,78","73,50","73,56","71,18","888,01K","-2,63%"
"16.02.2022","73,72","73,32","75,50","73,32","1,40M","0,60%"
"15.02.2022","73,28","71,22","73,30","71,14","1,51M","3,83%"
"14.02.2022","70,58","69,74","71,18","68,04","1,23M","-1,45%"
"11.02.2022","71,62","70,80","71,74","70,30","769,60K","0,56%"
"10.02.2022","71,22","73,26","73,58","70,90","913,27K","-2,78%"
"09.02.2022","73,26","72,06","73,80","71,18","1,47M","2,32%"
"08.02.2022","71,60","68,80","71,70","68,38","1,36M","4,53%"
"07.02.2022","68,50","69,48","69,90","67,26","1,12M","-0,61%"
"04.02.2022","68,92","71,18","71,26","68,80","1,26M","-3,15%"
"03.02.2022","71,16","71,30","71,76","70,68","970,02K","-0,20%"
"02.02.2022","71,30","72,10","73,12","70,86","1,20M","-0,59%"
"01.02.2022","71,72","71,50","72,34","70,90","708,81K","1,01%"
"31.01.2022","71,00","72,92","73,22","70,60","1,75M","-1,09%"
"28.01.2022","71,78","74,02","74,02","70,86","1,88M","-2,74%"
"27.01.2022","73,80","73,48","75,00","71,60","1,61M","-0,89%"
"26.01.2022","74,46","75,20","76,02","73,50","803,01K","0,03%"
"25.01.2022","74,44","73,20","74,96","72,90","1,17M","2,25%"
"24.01.2022","72,80","77,40","78,20","72,00","1,40M","-6,40%"
"21.01.2022","77,78","79,54","79,92","76,60","1,25M","-3,69%"
"20.01.2022","80,76","80,90","81,00","79,06","552,20K","-0,12%"
"19.01.2022","80,86","79,50","81,32","78,68","1,25M","1,08%"
"18.01.2022","80,00","81,54","82,24","79,50","772,38K","-1,91%"
"17.01.2022","81,56","82,04","82,20","81,26","415,52K","-0,73%"
"14.01.2022","82,16","81,44","83,00","81,38","1,06M","0,88%"
"13.01.2022","81,44","82,20","83,66","80,66","1,46M","-0,92%"
"12.01.2022","82,20","79,44","82,44","78,02","2,42M","3,87%"
"11.01.2022","79,14","78,30","79,40","76,44","1,32M","1,70%"
"10.01.2022","77,82","80,02","80,14","77,72","988,67K","-2,55%"
"07.01.2022","79,86","78,50","81,16","77,40","1,60M","1,06%"
"05.01.2022","79,02","76,40","79,10","76,08","1,69M","3,48%"
"04.01.2022","76,36","75,72","76,36","74,98","822,11K","1,60%"
"03.01.2022","75,16","74,50","75,68","74,00","566,16K","1,10%"
"30.12.2021","74,34","74,20","74,34","73,58","393,19K","0,54%"
"29.12.2021","73,94","72,84","73,94","72,72","331,96K","1,68%"
"28.12.2021","72,72","71,62","73,18","71,62","773,63K","1,56%"
"27.12.2021","71,60","72,98","73,28","71,32","471,81K","-1,92%"
"23.12.2021","73,00","72,70","73,40","72,10","531,65K","0,66%"
"22.12.2021","72,52","71,64","72,52","71,50","464,30K","1,28%"
"21.12.2021","71,60","72,00","72,60","71,44","821,15K","0,87%"
"20.12.2021","70,98","72,00","72,00","69,66","1,16M","-2,63%"
"17.12.2021","72,90","73,64","74,00","72,20","1,99M","-2,49%"
"16.12.2021","74,76","73,10","74,76","72,44","948,54K","4,04%"
"15.12.2021","71,86","74,70","74,70","71,50","1,15M","-4,06%"
"14.12.2021","74,90","74,10","75,16","72,88","1,03M","0,97%"
"13.12.2021","74,18","73,96","75,22","73,64","1,07M","0,93%"
"10.12.2021","73,50","73,20","74,50","73,00","273,04K","-0,30%"
"09.12.2021","73,72","75,70","75,92","72,50","881,24K","-1,71%"
"08.12.2021","75,00","76,60","77,16","75,00","890,63K","-1,81%"
"07.12.2021","76,38","74,52","76,40","74,52","937,79K","3,83%"
"06.12.2021","73,56","74,00","75,50","72,90","695,86K","-0,27%"
"03.12.2021","73,76","74,20","75,76","73,52","1,47M","0,22%"
"02.12.2021","73,60","74,20","74,50","72,84","875,14K","-1,60%"
"01.12.2021","74,80","73,04","74,94","72,70","1,10M","4,06%"
"30.11.2021","71,88","70,78","72,56","69,20","2,98M","0,36%"
"29.11.2021","71,62","73,58","74,76","71,30","1,34M","-2,74%"
"26.11.2021","73,64","76,98","76,98","73,34","1,35M","-6,33%"
"25.11.2021","78,62","80,02","80,50","78,22","646,64K","-1,72%"
"24.11.2021","80,00","79,96","81,80","78,96","769,49K","0,88%"
"23.11.2021","79,30","79,36","80,08","78,44","1,39M","0,15%"
"22.11.2021","79,18","77,20","80,26","76,80","1,07M","2,54%"
"19.11.2021","77,22","79,00","80,50","76,30","1,18M","-1,76%"
"18.11.2021","78,60","80,50","80,50","78,00","1,28M","-2,96%"
"17.11.2021","81,00","83,70","83,78","80,80","1,02M","-2,95%"
"16.11.2021","83,46","82,32","83,96","81,50","1,60M","0,75%"
"15.11.2021","82,84","85,56","86,58","79,38","1,88M","-3,43%"
"12.11.2021","85,78","87,60","88,24","85,58","1,32M","-2,37%"
"10.11.2021","87,86","87,88","89,30","87,58","905,20K","-0,20%"
"09.11.2021","88,04","87,52","88,36","86,36","1,02M","0,39%"
"08.11.2021","87,70","89,00","89,80","87,28","613,15K","-0,86%"
