DATAFLOW,LAST UPDATE,freq,tra_infr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2012,6.0,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2013,5.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2014,5.4,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2015,5.5,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2016,5.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2017,5.2,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2018,5.2,e
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2019,5.1,bep
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2020,4.2,ep
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,EU27_2020,2021,4.5,bep
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2000,7.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2001,8.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2002,8.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2003,7.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2004,7.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2005,7.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2006,6.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2007,7.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2008,6.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2009,5.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2010,5.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2011,5.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2012,4.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2013,4.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2014,4.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2015,4.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2016,4.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2017,4.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2018,4.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2019,3.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2020,4.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FI,2021,4.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2000,13.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2001,13.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2002,12.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2003,9.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2004,8.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2005,8.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2006,7.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2007,7.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2008,6.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2009,6.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2010,6.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2011,6.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2012,5.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2013,5.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2014,5.1,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2015,5.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2016,5.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2017,5.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2018,4.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2019,4.8,p
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2020,3.8,p
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,FR,2021,4.3,p
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2000,14.7,e
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2001,15.0,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2002,14.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2003,16.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2004,14.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2005,13.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2006,14.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2007,14.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2008,15.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2009,12.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2010,9.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2011,9.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2012,9.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2013,8.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2014,7.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2015,8.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2016,7.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2017,8.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2018,7.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2019,7.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2020,5.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HR,2021,7.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2000,11.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2001,12.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2002,14.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2003,13.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2004,12.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2005,12.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2006,12.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2007,12.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2008,9.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2009,8.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2010,7.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2011,6.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2012,6.1,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2013,6.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2014,6.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2015,6.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2016,6.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2017,6.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2018,6.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2019,6.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2020,4.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,HU,2021,5.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2000,11.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2001,10.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2002,9.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2003,8.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2004,9.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2005,9.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2006,8.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2007,7.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2008,6.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2009,5.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2010,4.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2011,4.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2012,3.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2013,4.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2014,4.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2015,3.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2016,3.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2017,3.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2018,2.8,e
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2019,2.8,e
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2020,2.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IE,2021,2.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2000,11.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2001,8.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2002,10.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2003,7.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2004,7.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2005,6.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2006,10.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2007,4.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2008,3.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2009,5.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2010,2.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2011,3.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2012,2.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2013,4.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2014,1.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2015,4.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2016,5.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2017,4.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2018,5.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2019,1.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2020,2.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IS,2021,2.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2000,12.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2001,12.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2002,12.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2003,11.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2004,10.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2005,10.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2006,9.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2007,8.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2008,8.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2009,7.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2010,6.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2011,6.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2012,6.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2013,5.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2014,5.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2015,5.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2016,5.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2017,5.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2018,5.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2019,5.3,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2020,4.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,IT,2021,4.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2000,9.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2001,6.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2002,0.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2003,14.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2004,2.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2005,5.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2006,0.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2007,0.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2008,2.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2009,2.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2010,0.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2011,5.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2012,2.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2013,5.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2014,8.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2015,5.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2016,0.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2017,5.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2018,0.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LI,2019,0.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2000,18.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2001,20.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2002,20.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2003,20.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2004,22.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2005,23.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2006,23.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2007,22.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2008,15.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2009,11.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2010,9.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2011,9.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2012,10.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2013,8.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2014,9.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2015,8.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2016,6.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2017,6.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2018,6.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2019,6.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2020,6.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LT,2021,5.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2000,17.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2001,15.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2002,13.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2003,11.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2004,10.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2005,10.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2006,9.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2007,9.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2008,7.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2009,9.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2010,6.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2011,6.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2012,6.4,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2013,8.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2014,6.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2015,6.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2016,5.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2017,4.2,b
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2018,5.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2019,3.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2020,4.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LU,2021,3.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2000,26.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2001,23.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2002,24.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2003,23.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2004,22.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2005,19.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2006,18.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2007,19.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2008,14.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2009,11.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2010,10.4,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2011,8.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2012,8.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2013,8.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2014,10.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2015,9.5,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2016,8.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2017,7.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2018,7.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2019,6.9,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2020,7.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,LV,2021,7.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2000,3.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2001,4.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2002,4.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2003,4.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2004,3.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2005,4.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2006,2.7,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2007,3.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2008,2.2,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2009,3.6,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2010,3.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2011,3.8,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2012,2.1,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2013,4.0,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2014,2.3,
ESTAT:SDG_11_40(1.0),11/05/23 11:00:00,A,TOTAL,RT,MT,2015,2.5,
